% Module: Scope, ID: c0p1t8p1cfm0
% Device: DEV7225
% Time: 2026/04/09 21:55:11
% Wave Channel 1, /dev7225/scopes/0/wave.0BWN
% Wave Channel 2, /dev7225/scopes/0/wave.1BWN
% Frequency (Hz); Wave Channel 1  Spectral Density (V/√Hz); Wave Channel 2  Spectral Density (V/√Hz)
284.7606472765975; 1.3962991261e-06; 
285.2076812597632; 2.77281810668e-06; 
285.654715242929; 3.66245308214e-06; 
286.1017492260948; 1.6303947632e-06; 
286.5487832092605; 1.97270469471e-06; 
286.9958171924263; 3.12111683343e-06; 
287.4428511755921; 2.60792990048e-06; 
287.8898851587579; 2.79278515336e-06; 
288.3369191419237; 3.01567638417e-06; 
288.7839531250894; 6.03776015851e-07; 
289.2309871082552; 1.61998548265e-06; 
289.678021091421; 2.4262021725e-06; 
290.1250550745867; 2.59935131908e-06; 
290.5720890577525; 9.66864377006e-07; 
291.0191230409183; 2.12520762943e-06; 
291.4661570240841; 3.44041313838e-06; 
291.9131910072498; 2.93856237477e-06; 
292.3602249904156; 7.63735670262e-07; 
292.8072589735814; 1.42941928516e-06; 
293.2542929567471; 4.19395490781e-07; 
293.7013269399129; 8.44343446715e-07; 
294.1483609230787; 5.21977426615e-07; 
294.5953949062445; 3.81714653486e-06; 
295.0424288894102; 5.84386543778e-06; 
295.489462872576; 3.81211521017e-06; 
295.9364968557418; 2.70079317488e-06; 
296.3835308389076; 4.37851576862e-06; 
296.8305648220733; 5.19029299539e-06; 
297.2775988052391; 3.54934672941e-06; 
297.7246327884048; 2.86318231701e-06; 
298.1716667715706; 4.2887836571e-06; 
298.6187007547364; 4.37676726506e-06; 
299.0657347379022; 3.5163125176e-06; 
299.512768721068; 2.65874950856e-06; 
299.9598027042338; 2.19232788368e-06; 
300.4068366873995; 3.45037665284e-06; 
300.8538706705653; 2.5593205919e-06; 
301.300904653731; 5.52562426037e-07; 
301.7479386368968; 1.52016218635e-06; 
302.1949726200626; 2.96194912153e-06; 
302.6420066032284; 2.33802211369e-06; 
303.0890405863942; 1.14950530872e-07; 
303.5360745695599; 1.97915096578e-06; 
303.9831085527257; 2.00590602617e-06; 
304.4301425358915; 3.64800513353e-07; 
304.8771765190572; 1.10009568743e-06; 
305.324210502223; 1.17317210879e-06; 
305.7712444853888; 3.30928264702e-06; 
306.2182784685546; 3.54882376996e-06; 
306.6653124517204; 1.61901959927e-06; 
307.1123464348861; 1.26757822727e-06; 
307.5593804180519; 5.24901395238e-07; 
308.0064144012177; 1.68134613432e-06; 
308.4534483843834; 9.85907490758e-07; 
308.9004823675492; 2.84956581709e-06; 
309.347516350715; 3.29511226482e-06; 
309.7945503338807; 8.73353997122e-07; 
310.2415843170465; 5.48503862774e-07; 
310.6886183002123; 1.81747779493e-07; 
